log_inst_size,time,fast_cex_time,impl_time,check_valid_time,eq_time,make_vc_time,check_sliceable_time,eq_num_z3_calls,model_search_time,model_holes_time,model_cond_time,search_wp_time,model_z3_time,model_z3_calls,num_backtracks
0,31.122923,7.357359,10.483265,16.027689,9.512186,0.008821,0.000000,2,7.662535,0.003815,0.000000,0.009298,7.079363,1,0
1,10.317802,0.000000,10.311604,10.278463,7.291555,0.005722,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
2,14.214754,0.000000,14.209509,14.174938,11.013985,0.006199,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
3,13.118505,0.000000,13.113499,13.081551,9.747267,0.005960,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
4,17.427683,0.000000,17.422676,17.388344,14.302015,0.006199,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
5,13.191938,0.000000,13.185740,13.153553,9.759665,0.005960,0.000238,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
6,17.251015,0.000000,17.245531,17.136335,13.760328,0.026226,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
7,13.091803,0.000000,13.085842,13.051271,9.776354,0.006199,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
8,15.477896,0.000000,15.471935,15.437365,12.135267,0.006437,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
9,13.038397,0.000000,13.012886,12.928247,9.509563,0.005960,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
10,13.906479,0.000000,13.881445,13.784885,10.659933,0.006676,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
11,14.538050,0.000000,14.532804,14.498711,11.204481,0.006199,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
12,15.888453,0.000000,15.862942,15.805721,12.253284,0.007153,0.000238,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
13,0.099182,0.000000,0.092983,0.057697,0.057697,0.007868,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
14,0.093460,0.000000,0.090361,0.012159,0.012159,0.004292,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
15,0.108957,0.000000,0.106096,0.027418,0.027418,0.023365,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
16,12.369871,0.000000,12.367249,12.315035,9.246349,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
17,0.132084,0.000000,0.106573,0.050783,0.050545,0.007868,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
18,0.102997,0.000000,0.099182,0.030518,0.030518,0.024319,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
19,0.098705,0.000000,0.096083,0.029564,0.029564,0.024080,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
20,12.817621,0.000000,12.814283,12.749434,9.381056,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
21,0.135899,0.000000,0.111341,0.020504,0.020266,0.006914,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
22,0.240326,0.000000,0.237465,0.147581,0.147581,0.023365,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
23,0.119686,0.000000,0.116587,0.029802,0.029325,0.004053,0.000238,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
24,0.129938,0.000000,0.127554,0.048876,0.048876,0.023127,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
25,12.633085,0.000000,12.616158,12.548447,9.413004,0.004292,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
26,0.075579,0.000000,0.070810,0.037909,0.037909,0.006676,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
27,13.075352,0.000000,13.052464,13.026476,9.920359,0.004053,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
28,0.128269,0.000000,0.103712,0.020266,0.019789,0.006676,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
29,0.137091,0.000000,0.114679,0.051260,0.051260,0.004292,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
30,0.080347,0.000000,0.077248,0.030279,0.030279,0.025988,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
31,0.095844,0.000000,0.093222,0.016212,0.016212,0.023603,0.000238,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
32,0.076294,0.000000,0.073671,0.029802,0.029802,0.023127,0.000238,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
33,0.165701,0.000000,0.162840,0.016928,0.016689,0.024319,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
34,0.062943,0.000000,0.060081,0.015736,0.015736,0.023603,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
35,12.918234,0.000000,12.915611,12.890339,9.602785,0.004530,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
36,0.096321,0.000000,0.091314,0.058889,0.058889,0.005960,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
37,0.099659,0.000000,0.096321,0.031233,0.031233,0.023603,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
38,0.091791,0.000000,0.089407,0.029564,0.029564,0.019073,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
39,13.056755,0.000000,13.053894,13.029575,9.844542,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
40,0.171185,0.000000,0.142574,0.036716,0.036716,0.026464,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
41,0.095367,0.000000,0.092268,0.027895,0.027895,0.023603,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
42,0.084639,0.000000,0.082016,0.017643,0.017643,0.004292,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
43,0.169277,0.000000,0.152349,0.105858,0.105858,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
44,0.118017,0.000000,0.115156,0.031233,0.031233,0.022888,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
45,0.060558,0.000000,0.058174,0.035048,0.035048,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
46,0.102997,0.000000,0.100374,0.030518,0.030518,0.017405,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
47,0.056744,0.000000,0.054359,0.030518,0.030518,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
48,0.062227,0.000000,0.059605,0.016451,0.016212,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
49,0.041485,0.000000,0.039101,0.015974,0.015736,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
50,0.036955,0.000000,0.034332,0.011206,0.011206,0.004053,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
51,0.043154,0.000000,0.040531,0.017405,0.017405,0.004053,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
52,0.042200,0.000000,0.039339,0.016212,0.016212,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
53,0.042677,0.000000,0.040054,0.016451,0.016451,0.004053,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
54,0.042439,0.000000,0.039577,0.016212,0.015974,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
55,0.041485,0.000000,0.039101,0.016212,0.016212,0.004053,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
56,0.096321,0.000000,0.093699,0.016928,0.016689,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
57,0.042200,0.000000,0.039339,0.015974,0.015736,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
58,0.041723,0.000000,0.039339,0.016212,0.015974,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
59,0.042677,0.000000,0.040293,0.016928,0.016928,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
60,0.041962,0.000000,0.039577,0.016212,0.016212,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
61,0.042677,0.000000,0.040054,0.016928,0.016689,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
62,0.041962,0.000000,0.039339,0.016212,0.015974,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
63,0.041723,0.000000,0.038862,0.016212,0.016212,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
64,0.057220,0.000000,0.054598,0.012159,0.011683,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
65,0.042200,0.000000,0.039577,0.016451,0.016451,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
66,0.042200,0.000000,0.039816,0.016451,0.016451,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
67,0.056505,0.000000,0.053883,0.015974,0.015974,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
68,0.058651,0.000000,0.056028,0.033855,0.033855,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
69,0.041723,0.000000,0.038862,0.016212,0.016212,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
70,0.041485,0.000000,0.038624,0.016451,0.016451,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
71,0.041008,0.000000,0.038624,0.016212,0.015974,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
72,0.054121,0.000000,0.051498,0.015736,0.015497,0.018120,0.000238,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
73,0.040531,0.000000,0.038624,0.015736,0.015736,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
74,0.040054,0.000000,0.037432,0.015736,0.015497,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
75,0.040531,0.000000,0.038147,0.015736,0.015736,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
76,0.040293,0.000000,0.037432,0.015497,0.015497,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
77,0.039577,0.000000,0.036955,0.015259,0.015259,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
78,0.039816,0.000000,0.037432,0.015497,0.015259,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
79,0.039816,0.000000,0.037432,0.015974,0.015497,0.003338,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
80,0.039816,0.000000,0.037670,0.015497,0.015259,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
81,0.040293,0.000000,0.038147,0.015736,0.015736,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
82,0.040293,0.000000,0.037909,0.015497,0.015497,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
83,0.039816,0.000000,0.037432,0.015736,0.015259,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
84,0.040054,0.000000,0.037670,0.015736,0.015736,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
85,0.040293,0.000000,0.037432,0.015736,0.015736,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
86,0.039816,0.000000,0.037193,0.015497,0.015259,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
87,0.039577,0.000000,0.037193,0.015259,0.015259,0.003338,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
88,0.039816,0.000000,0.037193,0.015736,0.015736,0.003815,0.000238,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
89,0.039101,0.000000,0.036716,0.015259,0.015020,0.003338,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
90,0.039101,0.000000,0.036955,0.015020,0.015020,0.003338,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
91,0.039577,0.000000,0.037193,0.015497,0.015497,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
92,0.039577,0.000000,0.036716,0.015497,0.015497,0.003576,0.000238,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
93,0.089407,0.000000,0.086784,0.037193,0.037193,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
94,0.041723,0.000000,0.039101,0.016451,0.016451,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
95,0.055075,0.000000,0.052452,0.029564,0.029564,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
96,0.040531,0.000000,0.037909,0.015974,0.015974,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
97,0.040054,0.000000,0.038147,0.015974,0.015736,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
98,0.040531,0.000000,0.037909,0.015736,0.015736,0.003576,0.000238,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
99,0.040054,0.000000,0.037670,0.015736,0.015497,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
100,0.040531,0.000000,0.038147,0.015736,0.015736,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
101,0.040770,0.000000,0.037670,0.015736,0.015736,0.003815,0.000477,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
102,0.040293,0.000000,0.038147,0.015736,0.015736,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
103,0.040531,0.000000,0.037670,0.015736,0.015736,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
104,0.040531,0.000000,0.038147,0.015736,0.015736,0.003338,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
105,0.075817,0.000000,0.073195,0.016928,0.016689,0.003576,0.000238,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
106,0.041008,0.000000,0.038862,0.016212,0.015736,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
107,0.040293,0.000000,0.037909,0.015736,0.015736,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
108,0.040770,0.000000,0.037909,0.015974,0.015974,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
109,0.040531,0.000000,0.038147,0.015974,0.015974,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
110,0.041008,0.000000,0.038147,0.015974,0.015497,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
111,0.040054,0.000000,0.037670,0.015974,0.015974,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
112,0.040054,0.000000,0.037909,0.015974,0.015974,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
113,0.040531,0.000000,0.038147,0.015974,0.015974,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
114,0.040054,0.000000,0.037670,0.015736,0.015736,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
115,0.040293,0.000000,0.037909,0.015974,0.015974,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
116,0.040770,0.000000,0.038385,0.015974,0.015974,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
117,0.061512,0.000000,0.058889,0.016451,0.016212,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
118,0.040770,0.000000,0.038385,0.016212,0.015974,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
119,0.040770,0.000000,0.038385,0.015974,0.015974,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
120,0.040293,0.000000,0.038147,0.015736,0.015736,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
121,0.040293,0.000000,0.038147,0.015736,0.015736,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
122,0.041008,0.000000,0.038385,0.016212,0.015736,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
123,0.040531,0.000000,0.038147,0.016212,0.016212,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
124,0.041008,0.000000,0.038624,0.016212,0.016212,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
125,0.040770,0.000000,0.038624,0.016451,0.016451,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
126,0.040531,0.000000,0.038147,0.015736,0.015736,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
127,0.040770,0.000000,0.038385,0.015736,0.015736,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
128,0.040531,0.000000,0.037909,0.015974,0.015736,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
129,0.077486,0.000000,0.075102,0.036001,0.036001,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
130,0.056505,0.000000,0.053883,0.015974,0.015974,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
131,0.040770,0.000000,0.037909,0.015974,0.015974,0.003576,0.000238,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
132,0.041008,0.000000,0.038147,0.016212,0.016212,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
133,0.040531,0.000000,0.037909,0.015974,0.015974,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
134,0.040531,0.000000,0.038385,0.015736,0.015736,0.003338,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
135,0.040531,0.000000,0.038147,0.015736,0.015736,0.003338,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
136,0.041008,0.000000,0.038147,0.016212,0.016212,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
137,0.041008,0.000000,0.038624,0.016212,0.016212,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
138,0.040054,0.000000,0.037909,0.015736,0.015497,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
139,0.060797,0.000000,0.058174,0.016212,0.016212,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
140,0.042200,0.000000,0.039339,0.016689,0.016689,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
141,0.059128,0.000000,0.056505,0.033855,0.033855,0.003815,0.000238,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
142,0.041962,0.000000,0.039816,0.016451,0.016212,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
143,0.056028,0.000000,0.053406,0.015974,0.015974,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
144,0.040531,0.000000,0.038147,0.015736,0.015736,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
145,0.041008,0.000000,0.038385,0.015974,0.015974,0.003815,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
146,0.054598,0.000000,0.052452,0.029564,0.029564,0.003576,0.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,0
